3	3	3	7	2	Low
3	3	3	5	7	very_low
3	2	2	6	7	Low
4	3	4	0	5	Middle
4	3	4	7	9	Middle
4	3	7	7	9	Middle
4	3	7	6	6	High
4	2	5	4	5	Middle
4	3	8	7	9	Middle
3	3	8	2	7	Low
3	2	5	9	2	Middle
4	5	0	1	1	High
4	4	6	1	1	High
3	3	1	5	7	very_low
4	3	1	7	1	High
3	5	3	1	5	Middle
3	3	2	5	6	High
3	5	3	2	7	Low
4	4	3	1	1	High
4	3	7	0	3	Low
4	5	7	7	9	Middle
4	3	7	8	1	High
4	5	7	6	7	Low
4	5	9	4	4	Middle
3	5	8	7	2	Low
3	5	8	2	3	Low
4	3	9	6	4	High
4	6	6	1	5	Middle
4	7	1	1	6	High
3	6	1	2	7	Low
4	6	1	3	9	High
4	8	3	1	1	High
3	7	2	1	2	Low
3	7	3	2	3	Low
4	6	3	6	3	Low
4	9	5	0	1	High
4	6	7	1	5	Middle
3	7	7	8	3	Low
4	9	4	3	9	High
4	6	8	4	5	Middle
4	6	5	7	6	High
3	7	8	5	9	Middle
4	7	5	9	4	High
5	1	6	4	4	Middle
6	1	6	1	2	Low
5	2	1	5	7	very_low
7	2	0	6	3	Low
7	1	3	4	5	Middle
6	1	3	7	7	very_low
6	1	3	8	0	very_low
5	0	3	2	9	Middle
5	2	4	0	7	very_low
5	0	7	7	2	Low
7	2	5	2	6	High
5	1	4	9	7	Low
7	1	9	0	4	Middle
7	0	8	7	9	Middle
6	1	5	5	7	very_low
8	0	9	9	4	High
7	2	1	4	5	Middle
8	3	0	7	9	Middle
9	2	1	8	6	High
7	2	0	9	2	Middle
7	3	4	1	5	Middle
5	2	2	1	2	Low
6	3	3	8	2	Low
5	3	3	9	5	High
6	2	4	4	5	Middle
6	3	7	1	2	Low
5	2	4	2	3	Low
7	2	7	6	2	Middle
7	3	9	1	4	Middle
5	2	8	7	5	Middle
6	3	5	2	3	Low
7	3	5	9	4	High
7	4	1	1	5	Middle
6	3	0	1	2	Low
8	3	1	8	6	High
9	4	0	6	4	High
7	5	3	4	5	Middle
5	3	3	1	2	Low
6	5	2	8	3	Low
8	5	4	3	4	High
5	5	4	4	5	Middle
6	3	4	1	2	Low
6	5	4	2	3	Low
5	3	4	5	6	High
5	5	8	4	5	Middle
6	5	8	7	9	Middle
6	5	5	2	3	Low
7	4	9	6	1	High
5	7	1	4	5	Middle
6	9	0	1	3	Low
5	7	6	2	3	Middle
9	7	6	9	1	High
5	6	2	4	4	Middle
6	7	3	1	2	Low
8	6	4	2	1	High
7	7	2	6	8	Middle
5	7	7	0	4	Middle
6	7	7	7	9	Middle
6	4	4	2	3	Low
5	8	5	3	5	High
7	7	5	4	5	Middle
6	9	5	1	6	High
6	8	8	2	3	Middle
5	9	5	9	4	High
